"";"genes";"logFC.RNA";"AveExpr.RNA";"t.RNA";"P.Value.RNA";"adj.P.Val.RNA";"B.RNA";"logFC.ATAC";"AveExpr.ATAC";"t.ATAC";"P.Value.ATAC";"adj.P.Val.ATAC";"B.ATAC"
"79";"ABLIM2";0,511153000106469;-0,33134976118948;0,934003025328542;0,360744207341799;0,999718359855294;-4,59787654924822;0,305595623971443;4,82089514583366;3,57708504628234;0,00201689368476238;0,0162098918324374;-1,73473595672556
"80";"ABLIM3";-0,591401613082916;2,35830029701494;-0,434470673081975;0,668305276508582;0,999718359855294;-4,64430725372917;-0,984959004314821;3,20929046964276;-5,19904933474865;5,14641681164352e-05;0,00170075894789744;2,0856237672453
"81";"ABR";0,00804696506175251;7,54425876761559;0,0839417974261737;0,933884658347138;0,999718359855294;-4,76846329065435;0,0246802444057659;4,51662645277679;0,324716601175136;0,748952372814743;0,821249346575095;-6,67722483983656
"82";"ABRACL";0,0829557980590101;5,28270344430172;0,461083308895929;0,649400566449889;0,999718359855294;-4,73712679828363;0,218699942613226;4,20685621992001;1,41544201985222;0,173161746535914;0,276705141239736;-5,63514590301419
"83";"ABT1";0,0172029333827117;5,56929090080236;0,122993493002231;0,90326248473572;0,999718359855294;-4,77189041285455;-0,374753371332113;4,73343562397583;-5,42116318073939;3,1574589688598e-05;0,00130112278442522;2,35189786161324
"84";"ABTB1";-0,0978149188931159;5,47298688878724;-0,493578381928166;0,626642151781215;0,999718359855294;-4,73568708258669;0,211384897131165;5,32549745900795;2,28280921676915;0,0341632367140349;0,0933512595382343;-4,48955477080205
"85";"ABTB2";-0,0489997259324175;2,53688104365229;-0,118610844523587;0,906692355279552;0,999718359855294;-4,6659035735132;-0,0027450905941695;4,27561712454396;-0,0295318764173312;0,976749160937644;0,984606737583608;-6,65885586700155
"86";"ACAA1";-0,0158880498260565;5,91765296158356;-0,151364877851047;0,881108725891223;0,999718359855294;-4,7748135431505;0,242286929068178;6,17868505113141;3,57281256522982;0,00203656327493816;0,0163094605640452;-1,84031716475569
"87";"ACAA2";-0,0736224965711463;7,16113142744339;-0,722271781207641;0,477963128137281;0,999718359855294;-4,69310489106459;-0,0850920689885228;4,68863552595469;-0,711895349949995;0,485201110274523;0,600009071335749;-6,52268313651206
"88";"ACACA";-0,136765473986166;5,24328431021564;-0,821419470428689;0,420483911203702;0,999718359855294;-4,66601364668225;0,154624025001496;5,73872273939798;1,96241192568905;0,0645658664090277;0,138161572605297;-5,08856024562703
"89";"ACACB";-0,56558902545228;3,94196204993337;-2,58260219678163;0,0172262487733936;0,999718359855294;-4,11566787460291;0,00560297532487564;4,88700703229249;0,082823274717515;0,934860558977685;0,956783018724294;-6,82278800567116
"90";"ACAD10";-0,30457005499652;4,36726512999634;-1,96890662368205;0,0620775381961103;0,999718359855294;-4,29949336084236;0,159787738048655;5,44037508239142;2,24066698323787;0,037223548353342;0,0985798161069062;-4,58472807255834
"91";"ACAD11";-0,170103827722202;1,18657320581631;-0,397310125147974;0,695082129163448;0,999718359855294;-4,62770140258403;0,108272116525935;4,36497020558369;0,913294331246792;0,372560237981743;0,493514534375929;-6,27386776806388
"92";"ACAD8";-0,096723535008139;5,10150425813663;-0,70010624956584;0,491418575921373;0,999718359855294;-4,69233530661741;0,386741752329306;6,05938093805213;3,94426418047887;0,00087375237007109;0,00953253745168602;-1,01285450304241
"93";"ACAD9";-0,0303315831381772;5,53243524769118;-0,297176038298308;0,769203654066216;0,999718359855294;-4,76012766369196;-0,137298646439108;5,68276340468245;-1,66124963303681;0,113116072203057;0,202913694705923;-5,57536089004441
"94";"ACADM";-0,0965893777937064;5,24002717973193;-0,556522505943569;0,583639352320007;0,999718359855294;-4,71981866698161;-0,0632079678551882;5,11445927288023;-0,811806576919239;0,426981489993027;0,546451027183995;-6,52891111395837
"95";"ACADS";-0,0587813943876672;4,60602737299388;-0,40417809034139;0,690101140790179;0,999718359855294;-4,72716096232922;0,398915633469739;6,48277675556133;4,25915373510896;0,000426152420820557;0,00609895500132731;-0,297659605573569
"96";"ACADSB";-0,0452682274455505;4,49073585854975;-0,157545565850787;0,876295084035178;0,999718359855294;-4,74174652311468;-0,05456841140081;6,51293361136728;-0,636029830480386;0,532363211046318;0,643911509905569;-6,68821259790256
"97";"ACADVL";-0,17039916976262;8,77099154888681;-1,82145304369688;0,0825779256947962;0,999718359855294;-4,33495756511163;0,181832179657599;6,19533909821457;2,72050983505372;0,0135947330327549;0,0528165775286608;-3,65979208604715
"98";"ACAN";1,03790443622827;2,73228225473678;0,51555032522824;0,611464989412504;0,999718359855294;-4,66183104498985;-1,16105172008262;1,53859955720445;-2,37397506711963;0,0283216439004037;0,0834465908797138;-3,37658342395443
"99";"ACAP1";-0,170034079653835;8,0528807408512;-0,627876137271025;0,536742474361654;0,999718359855294;-4,70519748964646;0,254926370237593;5,80817600177945;3,93983164194613;0,000882633962183377;0,00959698493243275;-1,02422900307765
"100";"ACAP2";-0,152298782278118;5,99519866238011;-0,583366682919787;0,565757416690045;0,999718359855294;-4,7243496244906;0,215628812155674;7,11484580261794;2,67434325920834;0,015016909250212;0,0563229677233375;-3,71600204226586
