"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"COMMD3";"COMMD3";0,32794146159559;5,0810013479614;2,12358451569727;0,0455486232063486;0,998602651674656;-4,15928094272455
"UTP3";"UTP3";0,134194654182292;6,35290739372363;2,12050031554551;0,0458351702782772;0,998602651674656;-4,09814247249649
"SMYD5";"SMYD5";0,249153283774191;5,4016634289085;2,1184746597867;0,0460242537489741;0,998602651674656;-4,14383672677495
"UBE2N";"UBE2N";0,204865213452016;6,10459461308848;2,11643109479111;0,046215721495366;0,998602651674656;-4,10743886293081
"ZNF140";"ZNF140";0,312412375287464;3,90047519590494;2,11487014300126;0,0463624552572891;0,998602651674656;-4,37123029659331
"SFI1";"SFI1";-0,303296457463561;6,60638865344113;-2,11423553717923;0,0464222299388867;0,998602651674656;-4,09916518965537
"KLHL2";"KLHL2";-0,272253116355368;4,98874241027502;-2,11421215697565;0,0464244334892806;0,998602651674656;-4,17432677759172
"TOGARAM2";"TOGARAM2";-0,348154882205443;4,56695636450331;-2,11382789744788;0,0464606629060904;0,998602651674656;-4,23323395774811
"PTGER4";"PTGER4";-0,61905330440826;6,70535908388294;-2,11327868914114;0,0465124885512425;0,998602651674656;-4,10193746803386
"PDCD5";"PDCD5";0,345926298977264;6,82453701396997;2,10383247870562;0,0474120648698688;0,998602651674656;-4,10582734183213
"PARL";"PARL";0,227522709874945;6,00826034830132;2,10005379018406;0,0477762806287209;0,998602651674656;-4,12043335536203
"RFX1";"RFX1";-0,230141198090551;4,04437305737246;-2,09951312072095;0,047828599479196;0,998602651674656;-4,34965960073427
"OLA1";"OLA1";0,291161413960467;5,43775861139569;2,09897804001589;0,0478804282843333;0,998602651674656;-4,15285433594707
"PIDD1";"PIDD1";-0,316007262330673;6,10534335488016;-2,09637012348094;0,0481337595776122;0,998602651674656;-4,11789700542552
"TNFRSF4";"TNFRSF4";-0,432878585984454;5,8997154569866;-2,09365729009062;0,048398561440783;0,998602651674656;-4,12665513102043
"SEH1L";"SEH1L";0,245100501879087;4,79426414344826;2,08905817243967;0,04885047970328;0,998602651674656;-4,20128729531741
"OSBPL7";"OSBPL7";-0,453760272150891;5,73454039421527;-2,08793891286664;0,0489610327000237;0,998602651674656;-4,1443502206627
"KIR3DL2";"KIR3DL2";-0,491455419605937;6,48959664095767;-2,0836802531511;0,0493837330879716;0,998602651674656;-4,12013173557223
"ITGAE";"ITGAE";-0,564587574274494;5,06223741723268;-2,08255777792606;0,0494956908675472;0,998602651674656;-4,1842873172803
"TP53RK";"TP53RK";0,194527879952044;4,56568178468433;2,07911037926839;0,0498409676270952;0,998602651674656;-4,22838132570294
"SIDT2";"SIDT2";-0,373805309685613;5,14041497706977;-2,07541382915691;0,0502135998085801;0,998602651674656;-4,1835559071334
"PLEKHF1";"PLEKHF1";0,445332665083763;5,11683210935567;2,07372537935537;0,05038463511692;0,998602651674656;-4,17927861502218
"PTP4A2";"PTP4A2";0,157492462946276;8,04375437313265;2,07268902791038;0,0504898734050587;0,998602651674656;-4,14898285895402
"MIR4258";"MIR4258";-0,531715378620851;4,72656153088328;-2,07185573167387;0,0505746350700607;0,998602651674656;-4,21695823921161
"C1QB";"C1QB";-2,34610145472115;1,56367331453201;-2,06896923567971;0,0508692330756772;0,998602651674656;-4,56096470180261
"F2R";"F2R";-0,472790931852669;6,72670985008642;-2,06838388134059;0,0509291621701958;0,998602651674656;-4,12683872270383
"MIR27A";"MIR27A";0,511469325559945;5,88615770371781;2,0680498317011;0,0509633908385991;0,998602651674656;-4,14396477384017
"ARHGAP9";"ARHGAP9";-0,394398762343931;8,69200845408726;-2,06784178140047;0,0509847193064551;0,998602651674656;-4,17319959175427
"CARS1";"CARS1";0,316268834147014;7,37176301280602;2,06509569295074;0,051266988108413;0,998602651674656;-4,13706280498164
"SPATS2";"SPATS2";-0,309507163790792;4,57524084912884;-2,05773624100775;0,0520303820340425;0,998602651674656;-4,25347647427545
"TOP3A";"TOP3A";-0,262438775044196;5,67069387420268;-2,05339145969999;0,0524858305555971;0,998602651674656;-4,16358574079116
