"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"TMEM129";"TMEM129";-0,216733727266062;5,48151924759099;-1,34097154406996;0,194021971381306;0,359342467706206;-5,29425780664587
"TENT4A";"TENT4A";-0,118180693779624;5,83424100793562;-1,34066961564462;0,194118440052527;0,359436060911269;-5,3200950161106
"EPHA2";"EPHA2";-1,35167700739754;3,34694085964376;-1,34028989849398;0,194239816413673;0,359575718816416;-4,71456260666473
"CTSS";"CTSS";-0,479869310348882;7,59910996220229;-1,34002868053873;0,194323349215392;0,359645271431041;-5,32741485677117
"KAT6B";"KAT6B";0,464083219456808;5,0447773275133;1,33909182141034;0,194623172204111;0,360114997043549;-5,23970903917926
"HACD3";"HACD3";-0,187456132464546;6,3058809760627;-1,33885369816394;0,194699436700642;0,360157619299906;-5,35291355393777
"HIKESHI";"HIKESHI";-0,182368174247044;5,90016399124717;-1,33873250590424;0,194738260352448;0,360157619299906;-5,32993773366772
"BACE1";"BACE1";-1,33287045059401;3,6129624184568;-1,33830497061;0,194875268856392;0,360244381437207;-4,75798252743182
"SPECC1";"SPECC1";0,198477300721688;4,00180329087576;1,33829879601145;0,194877248130824;0,360244381437207;-4,91674247664515
"HSCB";"HSCB";-0,286633302933398;4,8247357611607;-1,33768412354601;0,195074361142099;0,360523589026198;-5,22730504793642
"BIRC2";"BIRC2";-0,357081001087659;5,97999934448994;-1,3375110060931;0,195129904665282;0,360541087132428;-5,33856782147139
"EFS";"EFS";-1,34165423117016;3,18665264662763;-1,33694577829165;0,195311340559159;0,360716357388588;-4,6738672372903
"PSMA4";"PSMA4";-0,327393212363548;8,5170130538533;-1,33692828090278;0,195316959265872;0,360716357388588;-5,29163247748378
"MAT2A";"MAT2A";-0,147984136638887;8,01492243272093;-1,33624787324513;0,195535548119902;0,36097687875743;-5,32288450136735
"KIAA0930";"KIAA0930";-0,182619540817883;4,97346570695974;-1,33620201929453;0,195550286140926;0,36097687875743;-5,24768447620762
"SNORA31";"SNORA31";-0,766621600531684;3,27931404275344;-1,33591286259314;0,195643244741439;0,361063299552301;-4,6406651739473
"GTF2H3";"GTF2H3";-0,126115315908158;5,30178073950848;-1,3355956566085;0,195745260584043;0,36116639096207;-5,28347789349864
"C1orf54";"C1orf54";-0,843696787450163;4,31981587075669;-1,33515817424351;0,195886026741993;0,361340914487528;-5,0126384897829
"TEAD4";"TEAD4";-1,30907383308987;3,13425364661227;-1,3337279253328;0,196346784293895;0,362030001644217;-4,67182968497079
"SLC3A2";"SLC3A2";0,321162323073979;8,87431948078815;1,33371138283703;0,196352118463649;0,362030001644217;-5,27511706793111
"SLC35E4";"SLC35E4";-1,22125730536644;3,3748249826626;-1,33321162519724;0,196513320204347;0,362241868221205;-4,69449048063977
"NFYB";"NFYB";0,162799978616537;4,50467905986439;1,33305668439484;0,196563318967243;0,362248697814101;-5,1339383301369
"POMP";"POMP";-0,370637203131523;7,90380208557627;-1,33232300368469;0,196800210277949;0,362539052989367;-5,3281426663488
"SHISA4";"SHISA4";-0,719515634559885;3,8875951179202;-1,33228176166118;0,196813533175569;0,362539052989367;-4,87949626654931
"AKAP13";"AKAP13";0,466886997150414;6,78113768058534;1,33195350285731;0,196919599719888;0,362649062793156;-5,36351561243285
"FGF7";"FGF7";-1,63373913032212;3,856967103343;-1,33179075541141;0,196972203079376;0,362660585669674;-4,81512639719571
"CAMK2G";"CAMK2G";0,168821846967185;5,00401432465284;1,33146377429778;0,197077923493196;0,36276987798971;-5,24922579471025
"PEX14";"PEX14";-0,151379827379841;5,4310981793841;-1,33090891667516;0,197257423379006;0,363002779265886;-5,30011799061458
"ZNF226";"ZNF226";-0,235836151752042;3,94957876616756;-1,33072328601434;0,197317504662748;0,363002779265886;-4,89713974941317
"FAM167B";"FAM167B";-0,827922357562425;3,33001503381638;-1,33064261373755;0,197343619552342;0,363002779265886;-4,69089283812657
"LAMP3";"LAMP3";0,745731204500576;4,44883837446906;1,33033508850814;0,19744319518129;0,363025706539351;-5,06401551213789
"SNED1";"SNED1";-1,02185789712621;2,41245046384962;-1,33031756658053;0,197448869908176;0,363025706539351;-4,53737296779168
"JAG1";"JAG1";-0,82736041223399;3,99206726975809;-1,33002453598161;0,197543791011408;0,363075189615175;-4,961858740506
"GLT8D2";"GLT8D2";-0,869842744391305;2,30107792308761;-1,32970992853447;0,197645741299834;0,363075189615175;-4,53699236650916
"ENC1";"ENC1";-0,78451920754409;5,22949021371222;-1,32962000394307;0,197674889440781;0,363075189615175;-5,2976484049674
"NDUFA3";"NDUFA3";0,152013685394342;8,38298948115158;1,3294606927561;0,197726536813113;0,363075189615175;-5,31227697438557
"UBB";"UBB";0,204337941974268;11,0497828443743;1,32942302543122;0,19773874979502;0,363075189615175;-5,17432662527925
"NCAPD2";"NCAPD2";0,240538541286371;7,46810057328052;1,32929491093092;0,197780293142853;0,363075189615175;-5,35266476692979
"MYL5";"MYL5";-0,185806678394197;4,3215099180996;-1,32923235849747;0,197800579339232;0,363075189615175;-5,09962266792002
"XIRP1";"XIRP1";-0,833374397979247;2,41261010334641;-1,32888522957933;0,197913185340041;0,363118137005531;-4,53998219398018
"CYB561";"CYB561";-0,607724085689861;4,65288655046148;-1,32874134339752;0,197959875657399;0,363118137005531;-5,20183137792351
"LIN54";"LIN54";0,249578644207439;4,50708893578627;1,3287311263345;0,197963191369405;0,363118137005531;-5,15852746866887
"SKI";"SKI";-0,19781721910996;6,4127182369767;-1,32822572012568;0,198127263622221;0,363333920282137;-5,3674453152653
"SREK1";"SREK1";0,325262308193928;5,42471446407171;1,32803280313732;0,198189919208882;0,363363663966612;-5,29662148459096
"EVA1C";"EVA1C";-0,597503414933884;3,38058327719815;-1,32744796048466;0,198379959302582;0,363609853361691;-4,69774464147043
"CXCL1";"CXCL1";-3,39581832250774;3,6707345785273;-1,32733360768794;0,198417134038904;0,363609853361691;-4,62383270311642
"ARSB";"ARSB";-0,310677697080811;4,69906883780739;-1,32651381023061;0,198683800272263;0,364013284273112;-5,22564147433525
"CCL7";"CCL7";-1,2066701677976;3,09295021009533;-1,32589191168777;0,198886280507376;0,364298957155949;-4,63725215080453
"CCN1";"CCN1";-1,94055284431508;8,10929616225719;-1,32551613331218;0,199008706240284;0,364437895232909;-5,30249147734139
"FLI1";"FLI1";0,328610283691044;5,73332788274214;1,3245956845874;0,199308830693171;0,364793551746664;-5,32742375359055
"ATP1A1";"ATP1A1";-0,162720344908017;8,13932950516193;-1,32448743751086;0,199344149352164;0,364793551746664;-5,32842856145146
"TMEM9B-AS1";"TMEM9B-AS1";0,500932347361498;3,19154984552305;1,32433778261073;0,199392986548542;0,364793551746664;-4,62557473154366
"CMTR2";"CMTR2";-0,229072367744434;4,03998132378964;-1,32425637209441;0,19941955734504;0,364793551746664;-5,02160413276029
"PELP1";"PELP1";0,129591204259134;6,36675427478264;1,32420595276212;0,199436014616259;0,364793551746664;-5,36967459515506
"POLR2L";"POLR2L";-0,513847247109171;8,48155678327255;-1,32355992766955;0,199646976425371;0,365094085190121;-5,31147501760302
"TMEM39A";"TMEM39A";-0,189430101668676;4,29127407247734;-1,32323762717648;0,199752290079269;0,365201324736047;-5,09477690596354
"ABHD10";"ABHD10";0,173330604405842;4,25279463042055;1,32302663605661;0,199821256254904;0,365242076663075;-5,06987985839935
